unit,isced11,age,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED0,Y25-29,T,UK	4642 bd	6205 	6878 	6500 	: 	17359 	: 
NR,ED0,Y30-34,F,AT	3011 	2906 	2853 	2929 	2976 	2854 	2888 
NR,ED0,Y30-34,F,BA	440 	: 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,F,BE	: 	: 	5220 d	5257 d	5184 d	: 	: d
NR,ED0,Y30-34,F,BG	1499 	1453 	1328 	1315 	1385 	1287 	1385 
NR,ED0,Y30-34,F,CH	1807 	1794 	1839 	1841 	1886 	1850 	1730 
NR,ED0,Y30-34,F,CY	527 	479 	536 	445 	583 	380 	381 
NR,ED0,Y30-34,F,CZ	2052 	2033 	1861 	1803 	1775 	1890 	1627 
NR,ED0,Y30-34,F,DE	61732 	58186 	53923 	50575 	49973 	49096 	47005 
NR,ED0,Y30-34,F,DK	5911 d	5608 b	3912 	: 	: 	: 	: 
NR,ED0,Y30-34,F,EE	779 	784 	762 	779 	801 	705 	681 
NR,ED0,Y30-34,F,EL	2369 	: 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,F,ES	19968 	19788 	20100 	21210 	22663 	24091 	25921 
NR,ED0,Y30-34,F,EU27_2020	152766 d	: 	151813 d	: 	: 	: 	: 
NR,ED0,Y30-34,F,EU28	160241 d	: 	158193 d	: 	: 	: 	: 
NR,ED0,Y30-34,F,FR	11142 	11926 	12424 	13175 	13801 	14525 	15158 
NR,ED0,Y30-34,F,HR	2108 	2158 	2200 	2100 	1983 	1836 	1794 
NR,ED0,Y30-34,F,HU	2014 	1976 	1876 	1966 	1943 	: 	: 
NR,ED0,Y30-34,F,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y30-34,F,IS	580 	615 	592 	612 	649 	614 	600 
NR,ED0,Y30-34,F,IT	1158 	1221 	1373 	1130 	753 	: 	1310 
NR,ED0,Y30-34,F,LI	11 	6 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,F,LT	1325 	1089 	951 	954 	839 	811 	756 
NR,ED0,Y30-34,F,LU	327 	302 	287 	312 	362 	273 	315 
NR,ED0,Y30-34,F,LV	1105 	1047 	926 	699 	698 	693 	609 
NR,ED0,Y30-34,F,ME	197 d	205 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,F,MK	652 	644 	613 	: 	: 	: 	: 
NR,ED0,Y30-34,F,MT	107 d	103 d	88 d	76 d	71 d	55 	52 
NR,ED0,Y30-34,F,NL	4104 	4019 	4283 	4371 	4432 	4391 	4404 
NR,ED0,Y30-34,F,NO	5000 	4443 	4286 	4116 	3943 	4332 	4355 
NR,ED0,Y30-34,F,PL	19671 	18476 	17389 	15348 	14428 	13038 	11357 
NR,ED0,Y30-34,F,PT	: 	: 	: 	: 	: 	1675 	1951 
NR,ED0,Y30-34,F,RO	4274 	4026 	4038 	4177 	4723 	: 	: 
NR,ED0,Y30-34,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y30-34,F,SE	5589 	11729 	11188 	10533 	10231 	: d	: 
NR,ED0,Y30-34,F,SI	833 	1816 d	1777 d	1789 d	1777 d	1747 d	1634 d
NR,ED0,Y30-34,F,SK	1161 	1126 	1097 	1081 	1053 	1078 	1000 
NR,ED0,Y30-34,F,UK	7475 bd	6123 	6379 	5902 	: 	15035 	: 
NR,ED0,Y30-34,M,AT	60 	58 	52 	64 	57 	55 	43 
NR,ED0,Y30-34,M,BA	5 	: 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,M,BE	: 	: 	288 d	304 d	260 d	: 	: d
NR,ED0,Y30-34,M,BG	3 	5 	3 	8 	4 	1 	3 
NR,ED0,Y30-34,M,CH	75 	69 	72 	76 	75 	59 	47 
NR,ED0,Y30-34,M,CY	3 	2 	4 	5 	11 	4 	4 
NR,ED0,Y30-34,M,CZ	30 	29 	32 	28 	24 	20 	30 
NR,ED0,Y30-34,M,DE	5442 	4798 	4104 	3624 	3247 	2817 	2282 
NR,ED0,Y30-34,M,DK	991 d	991 b	564 	: 	: 	: 	: 
NR,ED0,Y30-34,M,EE	5 	5 	10 	7 	9 	7 	6 
NR,ED0,Y30-34,M,EL	23 	: 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,M,ES	1027 	1015 	1031 	1128 	1194 	1288 	1185 
NR,ED0,Y30-34,M,EU27_2020	10106 d	: 	9716 d	: 	: 	: 	: 
NR,ED0,Y30-34,M,EU28	10397 d	: 	9966 d	: 	: 	: 	: 
NR,ED0,Y30-34,M,FR	1020 	1132 	1234 	1305 	1392 	1503 	1531 
NR,ED0,Y30-34,M,HR	39 	45 	46 	28 	36 	42 	31 
NR,ED0,Y30-34,M,HU	14 	11 	13 	16 	2 	: 	: 
NR,ED0,Y30-34,M,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y30-34,M,IS	49 	49 	34 	31 	32 	34 	37 
NR,ED0,Y30-34,M,IT	33 	40 	46 	17 	14 	: 	21 
NR,ED0,Y30-34,M,LI	0 	0 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,M,LT	20 	17 	8 	18 	17 	18 	12 
NR,ED0,Y30-34,M,LU	21 	18 	14 	18 	12 	10 	7 
NR,ED0,Y30-34,M,LV	16 	10 	3 	2 	1 	2 	0 
NR,ED0,Y30-34,M,ME	1 d	6 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,M,MK	35 	37 	33 	: 	: 	: 	: 
NR,ED0,Y30-34,M,MT	0 d	0 d	0 d	0 d	0 d	0 	1 
NR,ED0,Y30-34,M,NL	521 	502 	511 	534 	546 	537 	507 
NR,ED0,Y30-34,M,NO	735 	622 	561 	409 	384 	385 	349 
NR,ED0,Y30-34,M,PL	511 	499 	491 	449 	412 	332 	302 
NR,ED0,Y30-34,M,PT	: 	: 	: 	: 	: 	30 	34 
NR,ED0,Y30-34,M,RO	10 	18 	15 	19 	20 	: 	: 
NR,ED0,Y30-34,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y30-34,M,SE	280 	784 	828 	769 	714 	: d	: 
NR,ED0,Y30-34,M,SI	33 	69 d	82 d	76 d	71 d	61 d	56 d
NR,ED0,Y30-34,M,SK	4 	6 	6 	9 	5 	9 	5 
NR,ED0,Y30-34,M,UK	292 bd	225 	250 	121 	: 	616 	: 
NR,ED0,Y30-34,T,AT	3071 	2964 	2905 	2993 	3033 	2909 	2931 
NR,ED0,Y30-34,T,BA	445 	: 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,T,BE	: 	: 	5508 d	5561 d	5444 d	: 	: 
NR,ED0,Y30-34,T,BG	1502 	1458 	1331 	1323 	1389 	1288 	1388 
NR,ED0,Y30-34,T,CH	1882 	1863 	1911 	1917 	1961 	1909 	1777 
NR,ED0,Y30-34,T,CY	530 	481 	540 	450 	594 	384 	385 
NR,ED0,Y30-34,T,CZ	2082 	2062 	1893 	1831 	1799 	1910 	1657 
NR,ED0,Y30-34,T,DE	67174 	62984 	58027 	54199 	53220 	51913 	49287 
NR,ED0,Y30-34,T,DK	6902 d	6599 b	4476 	: 	: 	: 	: 
NR,ED0,Y30-34,T,EE	785 	789 	772 	786 	810 	712 	687 
NR,ED0,Y30-34,T,EL	2392 	: 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,T,ES	20995 	20803 	21131 	22338 	23857 	25379 	27106 
NR,ED0,Y30-34,T,EU27_2020	162872 d	: 	161529 d	: 	: 	: 	: 
NR,ED0,Y30-34,T,EU28	170638 d	: 	168159 d	: 	: 	: 	: 
NR,ED0,Y30-34,T,FR	12162 	13058 	13658 	14480 	15193 	16028 	16689 
NR,ED0,Y30-34,T,HR	2147 	2203 	2246 	2128 	2019 	1878 	1825 
NR,ED0,Y30-34,T,HU	2028 	1987 	1889 	1982 	1945 	: 	: 
NR,ED0,Y30-34,T,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y30-34,T,IS	629 	664 	626 	643 	681 	648 	637 
NR,ED0,Y30-34,T,IT	1191 	1261 	1419 	1147 	767 	: 	1331 
NR,ED0,Y30-34,T,LI	11 	6 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,T,LT	1345 	1106 	959 	972 	856 	829 	768 
NR,ED0,Y30-34,T,LU	348 	320 	301 	330 	374 	283 	322 
NR,ED0,Y30-34,T,LV	1121 	1057 	929 	701 	699 	695 	609 
NR,ED0,Y30-34,T,ME	198 d	211 	: 	: 	: 	: 	: 
NR,ED0,Y30-34,T,MK	687 	681 	646 	: 	: 	: 	: d
NR,ED0,Y30-34,T,MT	107 d	103 d	88 d	76 d	71 d	55 	53 
NR,ED0,Y30-34,T,NL	4625 	4520 	4794 	4905 	4979 	4928 	4911 
NR,ED0,Y30-34,T,NO	5735 	5065 	4847 	4525 	4326 	4717 	4704 
NR,ED0,Y30-34,T,PL	20182 	18975 	17880 	15797 	14840 	13370 	11659 
NR,ED0,Y30-34,T,PT	: 	: 	: 	: 	: 	1705 	1985 
NR,ED0,Y30-34,T,RO	4284 	4044 	4053 	4196 	4743 	: 	: 
NR,ED0,Y30-34,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y30-34,T,SE	5869 	12513 	12016 	11302 	10945 	: d	: 
NR,ED0,Y30-34,T,SI	866 	1885 d	1859 d	1865 d	1848 d	1808 d	1690 d
NR,ED0,Y30-34,T,SK	1165 	1132 	1103 	1090 	1058 	1087 	1005 
NR,ED0,Y30-34,T,UK	7767 bd	6349 	6629 	6023 	: 	15651 	: 
NR,ED0,Y35-39,F,AT	3699 	3649 	3566 	3566 	3400 	3384 	3227 
NR,ED0,Y35-39,F,BA	331 	: 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,F,BE	: 	: 	4838 d	4817 d	4753 d	: 	: d
NR,ED0,Y35-39,F,BG	2041 	2070 	2057 	2114 	2055 	1958 	1977 
NR,ED0,Y35-39,F,CH	1854 	1815 	1836 	1831 	1746 	1905 	1801 
NR,ED0,Y35-39,F,CY	498 	506 	488 	441 	475 	267 	215 
NR,ED0,Y35-39,F,CZ	2479 	2456 	2502 	2605 	2779 	2964 	2700 
NR,ED0,Y35-39,F,DE	62167 	61508 	58836 	56846 	54732 	52579 	49465 
NR,ED0,Y35-39,F,DK	6467 d	6292 b	4696 	: 	: 	: 	: 
NR,ED0,Y35-39,F,EE	772 	775 	779 	772 	735 	787 	740 
NR,ED0,Y35-39,F,EL	4545 	: 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,F,ES	25639 	26184 	26346 	26416 	26308 	25294 	24510 
NR,ED0,Y35-39,F,EU27_2020	172703 d	: 	175545 d	: 	: 	: 	: 
NR,ED0,Y35-39,F,EU28	178750 d	: 	180778 d	: 	: 	: 	: 
NR,ED0,Y35-39,F,FR	16593 	17924 	18473 	19144 	19215 	19727 	19788 
NR,ED0,Y35-39,F,HR	2271 	2200 	2040 	1776 	1689 	1507 	1432 
NR,ED0,Y35-39,F,HU	2465 	2532 	2558 	2785 	2976 	: 	: 
NR,ED0,Y35-39,F,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y35-39,F,IS	574 	585 	574 	586 	609 	610 	652 
NR,ED0,Y35-39,F,IT	6225 	6425 	7026 	7238 	6455 	: 	6556 
NR,ED0,Y35-39,F,LI	11 	14 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,F,LT	1300 	1187 	1065 	1132 	1108 	1152 	1207 
NR,ED0,Y35-39,F,LU	331 	316 	244 	279 	329 	313 	313 
NR,ED0,Y35-39,F,LV	1167 	1144 	1048 	803 	839 	841 	757 
NR,ED0,Y35-39,F,ME	285 d	278 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,F,MK	855 	820 	718 	: 	: 	: 	: d
NR,ED0,Y35-39,F,MT	95 d	80 d	73 d	76 d	57 d	45 	41 
NR,ED0,Y35-39,F,NL	4031 	3945 	4022 	3964 	3740 	3551 	3419 
NR,ED0,Y35-39,F,NO	4428 	3935 	3986 	4812 	4215 	5064 	5178 
NR,ED0,Y35-39,F,PL	15728 	13920 	12481 	10950 	10050 	8923 	7884 
NR,ED0,Y35-39,F,PT	: 	: 	: 	: 	: 	1922 	2230 
NR,ED0,Y35-39,F,RO	5863 	5937 	5940 	6101 	5871 	: 	: 
NR,ED0,Y35-39,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y35-39,F,SE	5980 	12819 	12630 	12345 	12193 	: d	: 
NR,ED0,Y35-39,F,SI	896 	1824 d	1828 d	1803 d	1673 d	1531 d	1467 d
NR,ED0,Y35-39,F,SK	1451 	1407 	1371 	1278 	1245 	1206 	1247 
NR,ED0,Y35-39,F,UK	6047 bd	5303 	5233 	4554 	: 	10992 	: 
NR,ED0,Y35-39,M,AT	62 	47 	45 	48 	42 	42 	48 
NR,ED0,Y35-39,M,BA	6 	: 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,M,BE	: 	: 	195 d	197 d	191 d	: 	: d
NR,ED0,Y35-39,M,BG	3 	6 	5 	9 	6 	2 	5 
NR,ED0,Y35-39,M,CH	78 	69 	63 	48 	52 	43 	36 
NR,ED0,Y35-39,M,CY	6 	1 	2 	2 	3 	4 	3 
NR,ED0,Y35-39,M,CZ	19 	19 	15 	13 	15 	12 	12 
NR,ED0,Y35-39,M,DE	3868 	3386 	3044 	2526 	2235 	1920 	1668 
NR,ED0,Y35-39,M,DK	778 d	769 b	499 	: 	: 	: 	: 
NR,ED0,Y35-39,M,EE	8 	7 	6 	7 	9 	5 	5 
NR,ED0,Y35-39,M,EL	36 	: 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,M,ES	1469 	1515 	1576 	1664 	1648 	1617 	1319 
NR,ED0,Y35-39,M,EU27_2020	9201 d	: 	9189 d	: 	: 	: 	: 
NR,ED0,Y35-39,M,EU28	9537 d	: 	9393 d	: 	: 	: 	: 
NR,ED0,Y35-39,M,FR	1580 	1681 	1762 	1837 	1811 	1960 	1922 
NR,ED0,Y35-39,M,HR	43 	30 	42 	26 	22 	17 	14 
NR,ED0,Y35-39,M,HU	12 	16 	16 	20 	4 	: 	: 
NR,ED0,Y35-39,M,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y35-39,M,IS	31 	20 	28 	22 	23 	22 	23 
NR,ED0,Y35-39,M,IT	87 	94 	102 	91 	87 	: 	79 
NR,ED0,Y35-39,M,LI	0 	0 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,M,LT	19 	16 	12 	14 	10 	9 	8 
NR,ED0,Y35-39,M,LU	13 	16 	8 	9 	14 	14 	12 
NR,ED0,Y35-39,M,LV	9 	11 	6 	5 	6 	5 	3 
NR,ED0,Y35-39,M,ME	1 d	1 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,M,MK	42 	47 	38 	: 	: 	: 	: d
NR,ED0,Y35-39,M,MT	0 d	0 d	0 d	0 d	0 d	0 	0 
NR,ED0,Y35-39,M,NL	464 	463 	468 	444 	454 	419 	448 
NR,ED0,Y35-39,M,NO	409 	346 	315 	345 	295 	325 	328 
NR,ED0,Y35-39,M,PL	418 	378 	341 	347 	289 	271 	222 
NR,ED0,Y35-39,M,PT	: 	: 	: 	: 	: 	21 	34 
NR,ED0,Y35-39,M,RO	21 	29 	27 	35 	34 	: 	: 
NR,ED0,Y35-39,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y35-39,M,SE	249 	616 	616 	576 	547 	: d	: 
NR,ED0,Y35-39,M,SI	31 	60 d	56 d	46 d	57 d	44 d	44 d
NR,ED0,Y35-39,M,SK	6 	7 	7 	11 	6 	8 	5 
NR,ED0,Y35-39,M,UK	336 bd	278 	205 	93 	: 	466 	: 
NR,ED0,Y35-39,T,AT	3762 	3696 	3611 	3614 	3442 	3426 	3275 
NR,ED0,Y35-39,T,BA	337 	: 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,T,BE	: 	: 	5033 d	5014 d	4944 d	: 	: 
NR,ED0,Y35-39,T,BG	2044 	2076 	2062 	2123 	2061 	1960 	1982 
NR,ED0,Y35-39,T,CH	1932 	1884 	1899 	1879 	1798 	1948 	1837 
NR,ED0,Y35-39,T,CY	504 	507 	490 	443 	478 	271 	218 
NR,ED0,Y35-39,T,CZ	2498 	2474 	2517 	2618 	2794 	2976 	2712 
NR,ED0,Y35-39,T,DE	66035 	64894 	61880 	59372 	56967 	54499 	51133 
NR,ED0,Y35-39,T,DK	7245 d	7061 b	5195 	: 	: 	: 	: 
NR,ED0,Y35-39,T,EE	780 	782 	785 	779 	744 	792 	745 
NR,ED0,Y35-39,T,EL	4581 	: 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,T,ES	27108 	27699 	27922 	28080 	27956 	26911 	25829 
NR,ED0,Y35-39,T,EU27_2020	181904 d	: 	184734 d	: 	: 	: 	: 
NR,ED0,Y35-39,T,EU28	188287 d	: 	190172 d	: 	: 	: 	: 
NR,ED0,Y35-39,T,FR	18173 	19605 	20235 	20981 	21026 	21687 	21710 
NR,ED0,Y35-39,T,HR	2314 	2230 	2082 	1802 	1711 	1524 	1446 
NR,ED0,Y35-39,T,HU	2477 	2548 	2574 	2805 	2980 	: 	: 
NR,ED0,Y35-39,T,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y35-39,T,IS	605 	605 	602 	608 	632 	632 	675 
NR,ED0,Y35-39,T,IT	6312 	6519 	7128 	7329 	6542 	: 	6635 
NR,ED0,Y35-39,T,LI	11 	14 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,T,LT	1319 	1203 	1077 	1146 	1118 	1161 	1215 
NR,ED0,Y35-39,T,LU	344 	332 	252 	288 	343 	327 	325 
NR,ED0,Y35-39,T,LV	1176 	1155 	1054 	808 	845 	846 	760 
NR,ED0,Y35-39,T,ME	286 d	279 	: 	: 	: 	: 	: 
NR,ED0,Y35-39,T,MK	897 	867 	756 	: 	: 	: 	: d
NR,ED0,Y35-39,T,MT	95 d	80 d	73 d	76 d	57 d	45 	41 
NR,ED0,Y35-39,T,NL	4494 	4408 	4490 	4408 	4194 	3970 	3868 
NR,ED0,Y35-39,T,NO	4837 	4281 	4301 	5157 	4510 	5389 	5506 
NR,ED0,Y35-39,T,PL	16146 	14298 	12822 	11297 	10339 	9194 	8106 
NR,ED0,Y35-39,T,PT	: 	: 	: 	: 	: 	1943 	2264 
NR,ED0,Y35-39,T,RO	5884 	5966 	5967 	6136 	5905 	: 	: 
NR,ED0,Y35-39,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y35-39,T,SE	6229 	13435 	13246 	12921 	12740 	: d	: 
NR,ED0,Y35-39,T,SI	927 	1884 d	1884 d	1849 d	1730 d	1575 d	1511 d
NR,ED0,Y35-39,T,SK	1457 	1414 	1378 	1289 	1251 	1214 	1252 
NR,ED0,Y35-39,T,UK	6383 bd	5581 	5438 	4647 	: 	11458 	: 
NR,ED0,Y40-44,F,AT	4121 	3895 	3740 	3726 	3530 	3401 	3340 
NR,ED0,Y40-44,F,BA	257 	: 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,F,BE	: 	: 	4857 d	4965 d	5107 d	: 	: d
NR,ED0,Y40-44,F,BG	2522 	2351 	2139 	2061 	2055 	2057 	2098 
NR,ED0,Y40-44,F,CH	2009 	2000 	1999 	1942 	1812 	1764 	1550 
NR,ED0,Y40-44,F,CY	375 	311 	308 	253 	305 	188 	168 
NR,ED0,Y40-44,F,CZ	3662 	3627 	3584 	3443 	3268 	2850 	2868 
NR,ED0,Y40-44,F,DE	63464 	60829 	58517 	56938 	56203 	55512 	54649 
NR,ED0,Y40-44,F,DK	7789 d	7763 b	5291 	: 	: 	: 	: 
NR,ED0,Y40-44,F,EE	872 	852 	916 	872 	1107 	1146 	1185 
NR,ED0,Y40-44,F,EL	3601 	: 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,F,ES	26005 	23938 	21226 	19652 	18126 	17278 	17170 
NR,ED0,Y40-44,F,EU27_2020	181019 d	: 	175707 d	: 	: 	: 	: 
NR,ED0,Y40-44,F,EU28	185113 d	: 	180705 d	: 	: 	: 	: 
NR,ED0,Y40-44,F,FR	20408 	20821 	20831 	20295 	19919 	19553 	18749 
NR,ED0,Y40-44,F,HR	1690 	1533 	1462 	1253 	1175 	1110 	1027 
NR,ED0,Y40-44,F,HU	3454 	3541 	3722 	3891 	3931 	: 	: 
NR,ED0,Y40-44,F,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y40-44,F,IS	511 	559 	583 	601 	595 	563 	544 
NR,ED0,Y40-44,F,IT	11262 	10727 	11221 	11496 	10773 	: 	11214 
NR,ED0,Y40-44,F,LI	14 	10 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,F,LT	1479 	1461 	1514 	1777 	1890 	1962 	2180 
NR,ED0,Y40-44,F,LU	345 	319 	238 	285 	257 	197 	184 
NR,ED0,Y40-44,F,LV	1373 	1492 	1431 	1176 	1230 	1264 	1058 
NR,ED0,Y40-44,F,ME	245 d	216 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,F,MK	818 	755 	628 	: 	: 	: 	: 
NR,ED0,Y40-44,F,MT	76 d	59 d	58 d	49 d	32 d	34 	47 
NR,ED0,Y40-44,F,NL	3279 	3085 	3134 	3135 	3078 	2970 	2895 
NR,ED0,Y40-44,F,NO	4845 	4306 	4370 	4105 	3998 	4320 	3908 
NR,ED0,Y40-44,F,PL	10461 	9398 	8956 	8807 	9774 	11104 	12016 
NR,ED0,Y40-44,F,PT	: 	: 	: 	: 	: 	2237 	2529 
NR,ED0,Y40-44,F,RO	5700 	5143 	4594 	4122 	3819 	: 	: 
NR,ED0,Y40-44,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y40-44,F,SE	6646 	14443 	14876 	15178 	15143 	: d	: 
NR,ED0,Y40-44,F,SI	765 	1503 d	1431 d	1392 d	1288 d	1289 d	1161 d
NR,ED0,Y40-44,F,SK	1669 	1619 	1577 	1541 	1502 	1556 	1658 
NR,ED0,Y40-44,F,UK	4094 bd	5005 	4998 	4743 	: 	9539 	: 
NR,ED0,Y40-44,M,AT	42 	35 	36 	42 	48 	45 	45 
NR,ED0,Y40-44,M,BA	2 	: 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,M,BE	: 	: 	134 d	124 d	99 d	: 	: d
NR,ED0,Y40-44,M,BG	5 	5 	5 	4 	6 	5 	5 
NR,ED0,Y40-44,M,CH	48 	40 	39 	38 	44 	45 	39 
NR,ED0,Y40-44,M,CY	5 	4 	2 	4 	8 	1 	1 
NR,ED0,Y40-44,M,CZ	14 	14 	15 	13 	11 	5 	6 
NR,ED0,Y40-44,M,DE	2596 	2254 	2054 	1699 	1683 	1532 	1424 
NR,ED0,Y40-44,M,DK	641 d	645 b	422 	: 	: 	: 	: 
NR,ED0,Y40-44,M,EE	7 	7 	6 	3 	4 	3 	5 
NR,ED0,Y40-44,M,EL	34 	: 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,M,ES	1674 	1547 	1419 	1290 	1122 	1004 	799 
NR,ED0,Y40-44,M,EU27_2020	8135 d	: 	7886 d	: 	: 	: 	: 
NR,ED0,Y40-44,M,EU28	8368 d	: 	8079 d	: 	: 	: 	: 
NR,ED0,Y40-44,M,FR	1922 	1915 	1924 	1883 	1790 	1687 	1558 
NR,ED0,Y40-44,M,HR	22 	22 	20 	11 	8 	4 	6 
NR,ED0,Y40-44,M,HU	19 	28 	31 	32 	3 	: 	: 
NR,ED0,Y40-44,M,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y40-44,M,IS	21 	23 	17 	17 	18 	14 	15 
NR,ED0,Y40-44,M,IT	156 	143 	143 	124 	123 	: 	126 
NR,ED0,Y40-44,M,LI	0 	0 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,M,LT	10 	6 	11 	4 	2 	2 	5 
NR,ED0,Y40-44,M,LU	14 	12 	12 	10 	8 	4 	3 
NR,ED0,Y40-44,M,LV	7 	10 	3 	4 	3 	3 	4 
NR,ED0,Y40-44,M,ME	1 d	2 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,M,MK	50 	51 	59 	: 	: 	: 	: d
NR,ED0,Y40-44,M,MT	0 d	1 d	0 d	0 d	1 d	2 	1 
NR,ED0,Y40-44,M,NL	384 	384 	374 	360 	364 	358 	378 
NR,ED0,Y40-44,M,NO	342 	290 	264 	270 	240 	254 	252 
NR,ED0,Y40-44,M,PL	301 	278 	285 	256 	221 	209 	193 
NR,ED0,Y40-44,M,PT	: 	: 	: 	: 	: 	16 	25 
NR,ED0,Y40-44,M,RO	25 	15 	15 	18 	16 	: 	: 
NR,ED0,Y40-44,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED0,Y40-44,M,SE	229 	516 	569 	546 	506 	: d	: 
NR,ED0,Y40-44,M,SI	22 	48 d	44 d	35 d	21 d	22 d	14 d
NR,ED0,Y40-44,M,SK	6 	8 	8 	13 	7 	6 	5 
NR,ED0,Y40-44,M,UK	233 bd	219 	193 	97 	: 	411 	: 
NR,ED0,Y40-44,T,AT	4163 	3930 	3776 	3769 	3578 	3447 	3385 
NR,ED0,Y40-44,T,BA	259 	: 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,T,BE	: 	: 	4991 d	5089 d	5206 d	: 	: 
NR,ED0,Y40-44,T,BG	2527 	2356 	2144 	2065 	2061 	2062 	2103 
NR,ED0,Y40-44,T,CH	2057 	2040 	2038 	1980 	1856 	1809 	1589 
NR,ED0,Y40-44,T,CY	380 	315 	310 	257 	313 	189 	169 
NR,ED0,Y40-44,T,CZ	3676 	3641 	3599 	3456 	3279 	2854 	2873 
NR,ED0,Y40-44,T,DE	66060 	63083 	60571 	58637 	57886 	57044 	56072 
NR,ED0,Y40-44,T,DK	8430 d	8408 b	5713 	: 	: 	: 	: 
NR,ED0,Y40-44,T,EE	879 	859 	922 	875 	1111 	1149 	1190 
NR,ED0,Y40-44,T,EL	3635 	: 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,T,ES	27679 	25485 	22645 	20942 	19248 	18282 	17969 
NR,ED0,Y40-44,T,EU27_2020	189154 d	: 	183593 d	: 	: 	: 	: 
NR,ED0,Y40-44,T,EU28	193481 d	: 	188784 d	: 	: 	: 	: 
NR,ED0,Y40-44,T,FR	22330 	22736 	22755 	22178 	21709 	21240 	20307 
NR,ED0,Y40-44,T,HR	1712 	1555 	1482 	1264 	1183 	1114 	1033 
NR,ED0,Y40-44,T,HU	3473 	3569 	3753 	3923 	3934 	: 	: 
NR,ED0,Y40-44,T,IE	: d	: d	: 	: d	: d	: 	: 
NR,ED0,Y40-44,T,IS	532 	582 	600 	618 	613 	577 	559 
NR,ED0,Y40-44,T,IT	11418 	10870 	11364 	11620 	10896 	: 	11340 
NR,ED0,Y40-44,T,LI	14 	10 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,T,LT	1489 	1467 	1525 	1781 	1892 	1964 	2185 
NR,ED0,Y40-44,T,LU	359 	331 	250 	295 	265 	201 	187 
NR,ED0,Y40-44,T,LV	1380 	1502 	1434 	1180 	1233 	1267 	1062 
NR,ED0,Y40-44,T,ME	246 d	218 	: 	: 	: 	: 	: 
NR,ED0,Y40-44,T,MK	868 	806 	687 	: 	: 	: 	: d
NR,ED0,Y40-44,T,MT	76 d	60 d	58 d	49 d	33 d	36 	48 
NR,ED0,Y40-44,T,NL	3663 	3469 	3508 	3495 	3441 	3327 	3272 
NR,ED0,Y40-44,T,NO	5188 	4596 	4634 	4375 	4238 	4574 	4160 
NR,ED0,Y40-44,T,PL	10762 	9676 	9241 	9063 	9995 	11313 	12209 
NR,ED0,Y40-44,T,PT	: 	: 	: 	: 	: 	2253 	2554 
